"Airline","Origin","Destination","Delay","Month","Year"
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",16,9,2024
"United","DEN","LAX",2,9,2024
"United","DEN","LAX",51,9,2024
"United","DEN","LAX",9,9,2024
"United","DEN","LAX",35,9,2024
"United","DEN","LAX",221,9,2024
"Delta","DEN","LAX",-17,9,2024
"Delta","DEN","LAX",0,9,2024
"Delta","DEN","LAX",15,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",3,9,2024
"United","DEN","LAX",2,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",18,9,2024
"United","DEN","LAX",47,9,2024
"United","DEN","LAX",36,9,2024
"United","DEN","LAX",131,9,2024
"Delta","DEN","LAX",-22,9,2024
"Delta","DEN","LAX",-12,9,2024
"Delta","DEN","LAX",-11,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-3,9,2024
"United","DEN","LAX",46,9,2024
"Delta","DEN","LAX",-23,9,2024
"Delta","DEN","LAX",-19,9,2024
"Delta","DEN","LAX",-2,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-4,9,2024
"United","DEN","LAX",1,9,2024
"United","DEN","LAX",4,9,2024
"United","DEN","LAX",26,9,2024
"Delta","DEN","LAX",-16,9,2024
"Delta","DEN","LAX",2,9,2024
"Delta","DEN","LAX",-6,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",6,9,2024
"United","DEN","LAX",-19,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",9,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",20,9,2024
"Delta","DEN","LAX",-36,9,2024
"Delta","DEN","LAX",-20,9,2024
"Delta","DEN","LAX",-30,9,2024
"United","DEN","LAX",-27,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-20,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",13,9,2024
"Delta","DEN","LAX",-17,9,2024
"Delta","DEN","LAX",-18,9,2024
"Delta","DEN","LAX",-14,9,2024
"United","DEN","LAX",-27,9,2024
"United","DEN","LAX",-25,9,2024
"United","DEN","LAX",-15,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-3,9,2024
"Delta","DEN","LAX",-15,9,2024
"Delta","DEN","LAX",-8,9,2024
"Delta","DEN","LAX",5,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-8,9,2024
"United","DEN","LAX",-10,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",-21,9,2024
"United","DEN","LAX",4,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",66,9,2024
"Delta","DEN","LAX",-10,9,2024
"Delta","DEN","LAX",-24,9,2024
"Delta","DEN","LAX",259,9,2024
"United","DEN","LAX",-24,9,2024
"United","DEN","LAX",-14,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",-6,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-11,9,2024
"United","DEN","LAX",-5,9,2024
"Delta","DEN","LAX",-14,9,2024
"Delta","DEN","LAX",-26,9,2024
"Delta","DEN","LAX",-17,9,2024
"United","DEN","LAX",-24,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",49,9,2024
"United","DEN","LAX",90,9,2024
"Delta","DEN","LAX",-12,9,2024
"Delta","DEN","LAX",0,9,2024
"Delta","DEN","LAX",-8,9,2024
"United","DEN","LAX",-15,9,2024
"United","DEN","LAX",-15,9,2024
"United","DEN","LAX",0,9,2024
"United","DEN","LAX",-16,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-2,9,2024
"United","DEN","LAX",14,9,2024
"United","DEN","LAX",14,9,2024
"United","DEN","LAX",56,9,2024
"Delta","DEN","LAX",-3,9,2024
"Delta","DEN","LAX",-17,9,2024
"Delta","DEN","LAX",-30,9,2024
"United","DEN","LAX",-25,9,2024
"United","DEN","LAX",-18,9,2024
"United","DEN","LAX",-13,9,2024
"United","DEN","LAX",-5,9,2024
"United","DEN","LAX",-17,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",-7,9,2024
"United","DEN","LAX",-1,9,2024
"United","DEN","LAX",20,9,2024
